,site_id,building_id,primary_use,square_feet,year_built,floor_count,site_name
38,0,38,Office,12769,2013,,"University of Central Florida, Orlando, FL"
39,0,39,Office,64619,1969,,"University of Central Florida, Orlando, FL"
40,0,40,Entertainment/public assembly,26944,2001,,"University of Central Florida, Orlando, FL"
41,0,41,Office,93860,1968,,"University of Central Florida, Orlando, FL"
42,0,42,Other,226506,1968,,"University of Central Florida, Orlando, FL"
43,0,43,Retail,59071,1980,,"University of Central Florida, Orlando, FL"
44,0,44,Retail,283,1985,,"University of Central Florida, Orlando, FL"
45,0,45,Retail,15304,2016,,"University of Central Florida, Orlando, FL"
46,0,46,Retail,9045,2016,,"University of Central Florida, Orlando, FL"
47,0,47,Retail,31666,2008,,"University of Central Florida, Orlando, FL"
48,0,48,Other,9569,1989,,"University of Central Florida, Orlando, FL"
49,0,49,Lodging/residential,24456,1968,,"University of Central Florida, Orlando, FL"
50,0,50,Other,4698,1981,,"University of Central Florida, Orlando, FL"
51,0,51,Parking,387638,2014,,"University of Central Florida, Orlando, FL"
52,0,52,Education,106523,1970,,"University of Central Florida, Orlando, FL"
53,0,53,Office,87742,1971,,"University of Central Florida, Orlando, FL"
54,0,54,Education,7867,2011,,"University of Central Florida, Orlando, FL"
55,0,55,Office,16726,2011,,"University of Central Florida, Orlando, FL"
56,0,56,Lodging/residential,60088,2013,,"University of Central Florida, Orlando, FL"
57,0,57,Lodging/residential,65359,2013,,"University of Central Florida, Orlando, FL"
58,0,58,Lodging/residential,83379,2013,,"University of Central Florida, Orlando, FL"
59,0,59,Entertainment/public assembly,81337,2005,,"University of Central Florida, Orlando, FL"
60,0,60,Education,81576,1997,,"University of Central Florida, Orlando, FL"
61,0,61,Lodging/residential,38686,2001,,"University of Central Florida, Orlando, FL"
62,0,62,Lodging/residential,42731,2001,,"University of Central Florida, Orlando, FL"
63,0,63,Lodging/residential,41617,2001,,"University of Central Florida, Orlando, FL"
64,0,64,Lodging/residential,53130,2001,,"University of Central Florida, Orlando, FL"
65,0,65,Lodging/residential,53130,2001,,"University of Central Florida, Orlando, FL"
66,0,66,Lodging/residential,37241,1981,,"University of Central Florida, Orlando, FL"
67,0,67,Lodging/residential,24456,1968,,"University of Central Florida, Orlando, FL"
68,0,68,Parking,487433,2007,,"University of Central Florida, Orlando, FL"
69,0,69,Parking,387638,2000,,"University of Central Florida, Orlando, FL"
70,0,70,Parking,387638,2007,,"University of Central Florida, Orlando, FL"
71,0,71,Parking,387638,1998,,"University of Central Florida, Orlando, FL"
72,0,72,Parking,387638,2002,,"University of Central Florida, Orlando, FL"
73,0,73,Parking,387638,2008,,"University of Central Florida, Orlando, FL"
74,0,74,Parking,387638,1997,,"University of Central Florida, Orlando, FL"
75,0,75,Education,80942,2010,,"University of Central Florida, Orlando, FL"
76,0,76,Education,128887,2009,,"University of Central Florida, Orlando, FL"
77,0,77,Lodging/residential,24456,1968,,"University of Central Florida, Orlando, FL"
78,0,78,Education,76257,2007,,"University of Central Florida, Orlando, FL"
79,0,79,Office,36240,2010,,"University of Central Florida, Orlando, FL"
80,0,80,Office,156111,2001,,"University of Central Florida, Orlando, FL"
81,0,81,Other,3025,1979,,"University of Central Florida, Orlando, FL"
82,0,82,Office,10743,1974,,"University of Central Florida, Orlando, FL"
83,0,83,Other,2070,1996,,"University of Central Florida, Orlando, FL"
84,0,84,Office,4038,1986,,"University of Central Florida, Orlando, FL"
85,0,85,Lodging/residential,37241,1981,,"University of Central Florida, Orlando, FL"
86,0,86,Education,10932,1986,,"University of Central Florida, Orlando, FL"
87,0,87,Entertainment/public assembly,6412,2006,,"University of Central Florida, Orlando, FL"
88,0,88,Entertainment/public assembly,76527,2007,,"University of Central Florida, Orlando, FL"
89,0,89,Retail,161755,1996,,"University of Central Florida, Orlando, FL"
90,0,90,Lodging/residential,59200,1999,,"University of Central Florida, Orlando, FL"
91,0,91,Education,68094,2003,,"University of Central Florida, Orlando, FL"
92,0,92,Office,10779,1970,,"University of Central Florida, Orlando, FL"
93,0,93,Office,33370,1982,,"University of Central Florida, Orlando, FL"
94,0,94,Education,29469,1968,,"University of Central Florida, Orlando, FL"
95,0,95,Lodging/residential,200933,2006,,"University of Central Florida, Orlando, FL"
96,0,96,Lodging/residential,200933,2006,,"University of Central Florida, Orlando, FL"
97,0,97,Lodging/residential,187647,2007,,"University of Central Florida, Orlando, FL"
98,0,98,Lodging/residential,200933,2007,,"University of Central Florida, Orlando, FL"
99,0,99,Office,2260,2016,,"University of Central Florida, Orlando, FL"
100,0,100,Lodging/residential,24456,1968,,"University of Central Florida, Orlando, FL"
101,0,101,Office,18860,1986,,"University of Central Florida, Orlando, FL"
102,0,102,Office,15876,1983,,"University of Central Florida, Orlando, FL"
103,0,103,Education,21657,2016,,"University of Central Florida, Orlando, FL"
104,0,104,Office,45330,2003,,"University of Central Florida, Orlando, FL"
105,1,105,Education,50623,,5.0,"Southampton University, UK"
106,1,106,Education,5374,,4.0,"Southampton University, UK"
107,1,107,Education,97532,2005,10.0,"Southampton University, UK"
108,1,108,Education,81580,1913,5.0,"Southampton University, UK"
109,1,109,Education,56995,1953,6.0,"Southampton University, UK"
110,1,110,Education,27814,2006,8.0,"Southampton University, UK"
111,1,111,Education,118338,1909,7.0,"Southampton University, UK"
112,1,112,Education,32206,,6.0,"Southampton University, UK"
113,1,113,Education,100481,1958,9.0,"Southampton University, UK"
114,1,114,Education,139683,1958,13.0,"Southampton University, UK"
115,1,115,Education,129716,1968,6.0,"Southampton University, UK"
116,1,116,Education,37265,,5.0,"Southampton University, UK"
117,1,117,Education,15489,2004,4.0,"Southampton University, UK"
118,1,118,Education,138316,1960,8.0,"Southampton University, UK"
119,1,119,Education,91149,2007,7.0,"Southampton University, UK"
120,1,120,Education,68211,1976,7.0,"Southampton University, UK"
121,1,121,Education,150318,1906,9.0,"Southampton University, UK"
122,1,122,Education,83043,1991,6.0,"Southampton University, UK"
123,1,123,Education,61204,1989,6.0,"Southampton University, UK"
124,1,124,Education,38319,1900,6.0,"Southampton University, UK"
125,1,125,Education,16802,1995,6.0,"Southampton University, UK"
126,1,126,Education,21539,2004,5.0,"Southampton University, UK"
127,1,127,Lodging/residential,27071,,6.0,"Southampton University, UK"
128,1,128,Lodging/residential,102774,1956,7.0,"Southampton University, UK"
129,1,129,Lodging/residential,102957,1968,7.0,"Southampton University, UK"
130,1,130,Lodging/residential,62893,1960,16.0,"Southampton University, UK"
131,1,131,Lodging/residential,66661,1930,7.0,"Southampton University, UK"
132,1,132,Lodging/residential,83108,1995,8.0,"Southampton University, UK"
133,1,133,Lodging/residential,64723,1960,8.0,"Southampton University, UK"
134,1,134,Lodging/residential,49589,1998,8.0,"Southampton University, UK"
135,1,135,Lodging/residential,66532,1967,10.0,"Southampton University, UK"
136,1,136,Lodging/residential,56467,1960,9.0,"Southampton University, UK"
137,1,137,Entertainment/public assembly,64024,1967,6.0,"Southampton University, UK"
138,1,138,Public services,118231,,6.0,"Southampton University, UK"
139,1,139,Public services,56629,1900,6.0,"Southampton University, UK"
140,1,140,Office,50020,,11.0,"Southampton University, UK"
141,1,141,Office,44789,1919,5.0,"Southampton University, UK"
142,1,142,Office,45348,,4.0,"Southampton University, UK"
143,1,143,Office,40085,,4.0,"Southampton University, UK"
144,1,144,Office,57673,,5.0,"Southampton University, UK"
145,1,145,Office,14219,,4.0,"Southampton University, UK"
146,1,146,Office,31614,1956,8.0,"Southampton University, UK"
147,1,147,Office,82548,1977,7.0,"Southampton University, UK"
148,1,148,Office,174601,1960,12.0,"Southampton University, UK"
149,1,149,Office,81881,1960,8.0,"Southampton University, UK"
150,1,150,Office,65657,1955,8.0,"Southampton University, UK"
151,1,151,Office,30495,1997,8.0,"Southampton University, UK"
152,1,152,Office,10301,1970,2.0,"Southampton University, UK"
153,1,153,Office,16092,1965,3.0,"Southampton University, UK"
154,1,154,Office,34455,1907,8.0,"Southampton University, UK"
155,1,155,Office,51688,1930,8.0,"Southampton University, UK"
156,2,156,Public services,43681,2007,,"Arizona State University, Tempe, AZ"
157,2,157,Office,5258,,,"Arizona State University, Tempe, AZ"
158,2,158,Office,10135,,,"Arizona State University, Tempe, AZ"
159,2,159,Education,9788,,,"Arizona State University, Tempe, AZ"
160,2,160,Entertainment/public assembly,15786,,,"Arizona State University, Tempe, AZ"
161,2,161,Education,11329,,,"Arizona State University, Tempe, AZ"
162,2,162,Education,98829,1968,,"Arizona State University, Tempe, AZ"
163,2,163,Education,72102,1970,,"Arizona State University, Tempe, AZ"
164,2,164,Warehouse/storage,12908,1979,,"Arizona State University, Tempe, AZ"
165,2,165,Warehouse/storage,3877,1975,,"Arizona State University, Tempe, AZ"
166,2,166,Lodging/residential,553210,2009,,"Arizona State University, Tempe, AZ"
167,2,167,Lodging/residential,86323,1956,,"Arizona State University, Tempe, AZ"
168,2,168,Education,183460,2005,,"Arizona State University, Tempe, AZ"
169,2,169,Education,179559,2006,,"Arizona State University, Tempe, AZ"
170,2,170,Retail,45224,1982,,"Arizona State University, Tempe, AZ"
171,2,171,Office,131797,1968,,"Arizona State University, Tempe, AZ"
172,2,172,Office,121440,1983,,"Arizona State University, Tempe, AZ"
173,2,173,Education,90903,,,"Arizona State University, Tempe, AZ"
174,2,174,Education,90900,,,"Arizona State University, Tempe, AZ"
175,2,175,Education,111635,1989,,"Arizona State University, Tempe, AZ"
176,2,176,Education,62238,1970,,"Arizona State University, Tempe, AZ"
177,2,177,Entertainment/public assembly,167066,1989,,"Arizona State University, Tempe, AZ"
178,2,178,Office,23392,,,"Arizona State University, Tempe, AZ"
179,2,179,Food sales and service,24867,2012,,"Arizona State University, Tempe, AZ"
180,2,180,Education,24586,,,"Arizona State University, Tempe, AZ"
181,2,181,Education,148829,2014,,"Arizona State University, Tempe, AZ"
182,2,182,Entertainment/public assembly,1022,,,"Arizona State University, Tempe, AZ"
183,2,183,Education,132518,1992,,"Arizona State University, Tempe, AZ"
184,2,184,Education,34171,,,"Arizona State University, Tempe, AZ"
185,2,185,Education,84300,,,"Arizona State University, Tempe, AZ"
186,2,186,Religious worship,1629,1948,,"Arizona State University, Tempe, AZ"
187,2,187,Education,44203,1950,,"Arizona State University, Tempe, AZ"
188,2,188,Office,23549,1941,,"Arizona State University, Tempe, AZ"
189,2,189,Education,7481,1969,,"Arizona State University, Tempe, AZ"
190,2,190,Education,137040,1957,,"Arizona State University, Tempe, AZ"
191,2,191,Education,78268,1964,,"Arizona State University, Tempe, AZ"
192,2,192,Education,151637,1983,,"Arizona State University, Tempe, AZ"
193,2,193,Office,6203,1999,,"Arizona State University, Tempe, AZ"
194,2,194,Office,155682,,,"Arizona State University, Tempe, AZ"
195,2,195,Office,9703,1940,,"Arizona State University, Tempe, AZ"
196,2,196,Entertainment/public assembly,40531,,,"Arizona State University, Tempe, AZ"
197,2,197,Public services,102856,,,"Arizona State University, Tempe, AZ"
198,2,198,Office,163959,2004,,"Arizona State University, Tempe, AZ"
199,2,199,Parking,405083,2004,,"Arizona State University, Tempe, AZ"
200,2,200,Entertainment/public assembly,143093,1964,,"Arizona State University, Tempe, AZ"
201,2,201,Education,219608,1992,,"Arizona State University, Tempe, AZ"
202,2,202,Lodging/residential,74682,2006,,"Arizona State University, Tempe, AZ"
203,2,203,Lodging/residential,63348,2007,,"Arizona State University, Tempe, AZ"
204,2,204,Lodging/residential,30949,1951,,"Arizona State University, Tempe, AZ"
205,2,205,Lodging/residential,60086,2001,,"Arizona State University, Tempe, AZ"
206,2,206,Public services,345837,1966,,"Arizona State University, Tempe, AZ"
207,2,207,Public services,99700,,,"Arizona State University, Tempe, AZ"
208,2,208,Healthcare,36904,1934,,"Arizona State University, Tempe, AZ"
209,2,209,Education,193294,2006,,"Arizona State University, Tempe, AZ"
210,2,210,Education,71248,2004,,"Arizona State University, Tempe, AZ"
211,2,211,Education,48411,,,"Arizona State University, Tempe, AZ"
212,2,212,Education,327256,2012,,"Arizona State University, Tempe, AZ"
213,2,213,Education,49662,1964,,"Arizona State University, Tempe, AZ"
214,2,214,Education,91273,1951,,"Arizona State University, Tempe, AZ"
215,2,215,Lodging/residential,36406,1940,,"Arizona State University, Tempe, AZ"
216,2,216,Education,137065,1964,,"Arizona State University, Tempe, AZ"
217,2,217,Education,282946,2003,,"Arizona State University, Tempe, AZ"
218,2,218,Public services,16411,,,"Arizona State University, Tempe, AZ"
219,2,219,Education,96124,1959,,"Arizona State University, Tempe, AZ"
220,2,220,Education,122592,1971,,"Arizona State University, Tempe, AZ"
221,2,221,Education,204349,1993,,"Arizona State University, Tempe, AZ"
222,2,222,Entertainment/public assembly,11935,1939,,"Arizona State University, Tempe, AZ"
223,2,223,Education,261188,,,"Arizona State University, Tempe, AZ"
224,2,224,Education,272278,1955,,"Arizona State University, Tempe, AZ"
225,2,225,Lodging/residential,216526,1967,,"Arizona State University, Tempe, AZ"
226,2,226,Office,74180,1930,,"Arizona State University, Tempe, AZ"
227,2,227,Entertainment/public assembly,17132,1918,,"Arizona State University, Tempe, AZ"
228,2,228,Lodging/residential,49108,1951,,"Arizona State University, Tempe, AZ"
229,2,229,Education,140092,,,"Arizona State University, Tempe, AZ"
230,2,230,Education,10334,,,"Arizona State University, Tempe, AZ"
231,2,231,Education,33739,1939,,"Arizona State University, Tempe, AZ"
232,2,232,Entertainment/public assembly,24345,1981,,"Arizona State University, Tempe, AZ"
233,2,233,Education,25139,1970,,"Arizona State University, Tempe, AZ"
234,2,234,Education,179167,1971,,"Arizona State University, Tempe, AZ"
235,2,235,Education,9309,1970,,"Arizona State University, Tempe, AZ"
236,2,236,Entertainment/public assembly,144086,1989,,"Arizona State University, Tempe, AZ"
237,2,237,Public services,101262,1982,,"Arizona State University, Tempe, AZ"
238,2,238,Office,45017,,,"Arizona State University, Tempe, AZ"
239,2,239,Lodging/residential,106440,1963,,"Arizona State University, Tempe, AZ"
240,2,240,Lodging/residential,111304,1964,,"Arizona State University, Tempe, AZ"
241,2,241,Entertainment/public assembly,51999,1974,,"Arizona State University, Tempe, AZ"
242,2,242,Parking,157113,1987,,"Arizona State University, Tempe, AZ"
243,2,243,Parking,557217,2004,,"Arizona State University, Tempe, AZ"
244,2,244,Education,95717,,,"Arizona State University, Tempe, AZ"
245,2,245,Education,88486,,,"Arizona State University, Tempe, AZ"
246,2,246,Office,202435,1967,,"Arizona State University, Tempe, AZ"
247,2,247,Education,64560,1965,,"Arizona State University, Tempe, AZ"
248,2,248,Education,24643,1982,,"Arizona State University, Tempe, AZ"
249,2,249,Entertainment/public assembly,179449,1976,,"Arizona State University, Tempe, AZ"
250,2,250,Education,131710,1991,,"Arizona State University, Tempe, AZ"
251,2,251,Education,12773,,,"Arizona State University, Tempe, AZ"
252,2,252,Education,4314,1907,,"Arizona State University, Tempe, AZ"
253,2,253,Education,65907,1964,,"Arizona State University, Tempe, AZ"
254,2,254,Entertainment/public assembly,254766,1989,,"Arizona State University, Tempe, AZ"
255,2,255,Education,49078,1914,,"Arizona State University, Tempe, AZ"
256,2,256,Education,16744,,,"Arizona State University, Tempe, AZ"
257,2,257,Education,75650,,,"Arizona State University, Tempe, AZ"
258,2,258,Education,71224,,,"Arizona State University, Tempe, AZ"
259,2,259,Education,77469,,,"Arizona State University, Tempe, AZ"
260,2,260,Education,126985,1979,,"Arizona State University, Tempe, AZ"
261,2,261,Education,89770,,,"Arizona State University, Tempe, AZ"
262,2,262,Entertainment/public assembly,20804,1999,,"Arizona State University, Tempe, AZ"
263,2,263,Education,87673,1960,,"Arizona State University, Tempe, AZ"
264,2,264,Office,83660,1973,,"Arizona State University, Tempe, AZ"
265,2,265,Office,118966,1988,,"Arizona State University, Tempe, AZ"
266,2,266,Education,30543,,,"Arizona State University, Tempe, AZ"
267,2,267,Entertainment/public assembly,72193,2013,,"Arizona State University, Tempe, AZ"
268,2,268,Entertainment/public assembly,77844,,,"Arizona State University, Tempe, AZ"
269,2,269,Entertainment/public assembly,809530,1958,,"Arizona State University, Tempe, AZ"
270,2,270,Office,29778,,,"Arizona State University, Tempe, AZ"
271,2,271,Education,71421,,,"Arizona State University, Tempe, AZ"
272,2,272,Education,4583,,,"Arizona State University, Tempe, AZ"
273,2,273,Office,140345,,,"Arizona State University, Tempe, AZ"
274,2,274,Office,42214,1985,,"Arizona State University, Tempe, AZ"
275,2,275,Office,70832,2014,,"Arizona State University, Tempe, AZ"
276,2,276,Office,70837,2014,,"Arizona State University, Tempe, AZ"
277,2,277,Education,12761,1909,,"Arizona State University, Tempe, AZ"
278,2,278,Office,148101,,,"Arizona State University, Tempe, AZ"
279,2,279,Education,49384,1967,,"Arizona State University, Tempe, AZ"
280,2,280,Entertainment/public assembly,105505,2008,,"Arizona State University, Tempe, AZ"
281,2,281,Food sales and service,28862,,,"Arizona State University, Tempe, AZ"
282,2,282,Office,28750,,,"Arizona State University, Tempe, AZ"
283,2,283,Entertainment/public assembly,51920,,,"Arizona State University, Tempe, AZ"
284,2,284,Entertainment/public assembly,230259,1975,,"Arizona State University, Tempe, AZ"
285,2,285,Utility,21958,,,"Arizona State University, Tempe, AZ"
286,2,286,Lodging/residential,32841,1935,,"Arizona State University, Tempe, AZ"
287,2,287,Office,33713,1956,,"Arizona State University, Tempe, AZ"
288,2,288,Entertainment/public assembly,10733,2005,,"Arizona State University, Tempe, AZ"
289,2,289,Entertainment/public assembly,9666,2005,,"Arizona State University, Tempe, AZ"
290,2,290,Office,51732,1966,,"Arizona State University, Tempe, AZ"
291,3,291,Public services,90635,2011,,"Washington DC, WA"
292,3,292,Public services,33743,,,"Washington DC, WA"
293,3,293,Office,408000,2010,,"Washington DC, WA"
294,3,294,Entertainment/public assembly,14913,,,"Washington DC, WA"
295,3,295,Education,83400,1942,,"Washington DC, WA"
296,3,296,Public services,22000,,,"Washington DC, WA"
297,3,297,Education,66200,1950,,"Washington DC, WA"
298,3,298,Entertainment/public assembly,39541,,,"Washington DC, WA"
299,3,299,Education,356000,2014,,"Washington DC, WA"
300,3,300,Education,62800,2014,,"Washington DC, WA"
301,3,301,Public services,51176,,,"Washington DC, WA"
302,3,302,Education,57100,2015,,"Washington DC, WA"
303,3,303,Entertainment/public assembly,15950,,,"Washington DC, WA"
304,3,304,Entertainment/public assembly,194300,1900,,"Washington DC, WA"
305,3,305,Office,8637,,,"Washington DC, WA"
306,3,306,Education,51500,1931,,"Washington DC, WA"
307,3,307,Public services,10873,,,"Washington DC, WA"
308,3,308,Public services,5033,,,"Washington DC, WA"
309,3,309,Entertainment/public assembly,2067,,,"Washington DC, WA"
310,3,310,Public services,22000,,,"Washington DC, WA"
311,3,311,Education,50000,1928,,"Washington DC, WA"
312,3,312,Entertainment/public assembly,6625,,,"Washington DC, WA"
313,3,313,Education,103800,,,"Washington DC, WA"
314,3,314,Education,225000,,,"Washington DC, WA"
315,3,315,Entertainment/public assembly,20644,,,"Washington DC, WA"
316,3,316,Public services,78550,,,"Washington DC, WA"
317,3,317,Office,16098,,,"Washington DC, WA"
318,3,318,Office,105000,,,"Washington DC, WA"
319,3,319,Public services,13100,1929,,"Washington DC, WA"
320,3,320,Education,105500,,,"Washington DC, WA"
321,3,321,Public services,15913,,,"Washington DC, WA"
322,3,322,Education,37083,1908,,"Washington DC, WA"
323,3,323,Education,282200,1928,,"Washington DC, WA"
324,3,324,Entertainment/public assembly,11910,,,"Washington DC, WA"
325,3,325,Education,59200,1959,,"Washington DC, WA"
326,3,326,Entertainment/public assembly,45548,,,"Washington DC, WA"
327,3,327,Education,99325,1927,,"Washington DC, WA"
328,3,328,Education,47200,1935,,"Washington DC, WA"
329,3,329,Entertainment/public assembly,3133,,,"Washington DC, WA"
330,3,330,Education,65000,,,"Washington DC, WA"
331,3,331,Education,288800,1923,,"Washington DC, WA"
332,3,332,Education,90400,,,"Washington DC, WA"
333,3,333,Education,59900,1962,,"Washington DC, WA"
334,3,334,Education,57100,1960,,"Washington DC, WA"
335,3,335,Office,229000,2010,,"Washington DC, WA"
336,3,336,Education,43000,1923,,"Washington DC, WA"
337,3,337,Entertainment/public assembly,22334,1977,,"Washington DC, WA"
338,3,338,Entertainment/public assembly,23803,1969,,"Washington DC, WA"
339,3,339,Education,71100,,,"Washington DC, WA"
340,3,340,Entertainment/public assembly,1843,,,"Washington DC, WA"
341,3,341,Education,158000,1959,,"Washington DC, WA"
342,3,342,Lodging/residential,15420,,,"Washington DC, WA"
343,3,343,Public services,22000,,,"Washington DC, WA"
344,3,344,Education,77500,1942,,"Washington DC, WA"
345,3,345,Lodging/residential,7250,,,"Washington DC, WA"
346,3,346,Entertainment/public assembly,17709,,,"Washington DC, WA"
347,3,347,Education,75900,1974,,"Washington DC, WA"
348,3,348,Public services,10577,1969,,"Washington DC, WA"
349,3,349,Public services,45098,,,"Washington DC, WA"
350,3,350,Education,83800,1944,,"Washington DC, WA"
351,3,351,Education,58908,1910,,"Washington DC, WA"
352,3,352,Education,144900,,,"Washington DC, WA"
353,3,353,Education,99700,1955,,"Washington DC, WA"
354,3,354,Education,77500,,,"Washington DC, WA"
355,3,355,Education,182500,1970,,"Washington DC, WA"
356,3,356,Public services,4336,,,"Washington DC, WA"
357,3,357,Lodging/residential,2000,,,"Washington DC, WA"
358,3,358,Education,77700,,,"Washington DC, WA"
359,3,359,Public services,4925,,,"Washington DC, WA"
360,3,360,Education,69600,1949,,"Washington DC, WA"
361,3,361,Public services,13224,1965,,"Washington DC, WA"
362,3,362,Public services,21368,,,"Washington DC, WA"
363,3,363,Education,69300,2017,,"Washington DC, WA"
364,3,364,Education,83800,,,"Washington DC, WA"
365,3,365,Healthcare,819577,1922,,"Washington DC, WA"
366,3,366,Public services,9941,1963,,"Washington DC, WA"
367,3,367,Entertainment/public assembly,20584,,,"Washington DC, WA"
368,3,368,Retail,16500,,,"Washington DC, WA"
369,3,369,Public services,6431,,,"Washington DC, WA"
370,3,370,Entertainment/public assembly,15960,2005,,"Washington DC, WA"
371,3,371,Entertainment/public assembly,5554,,,"Washington DC, WA"
372,3,372,Education,49100,1911,,"Washington DC, WA"
373,3,373,Education,46484,1932,,"Washington DC, WA"
374,3,374,Lodging/residential,350000,1949,,"Washington DC, WA"
375,3,375,Office,850354,1989,,"Washington DC, WA"
376,3,376,Office,585955,1942,,"Washington DC, WA"
377,3,377,Public services,12506,,,"Washington DC, WA"
378,3,378,Public services,35241,1978,,"Washington DC, WA"
379,3,379,Entertainment/public assembly,7675,,,"Washington DC, WA"
380,3,380,Education,95100,1927,,"Washington DC, WA"
381,3,381,Entertainment/public assembly,1858,,,"Washington DC, WA"
382,3,382,Education,47984,2002,,"Washington DC, WA"
383,3,383,Warehouse/storage,27318,,,"Washington DC, WA"
384,3,384,Office,13728,,,"Washington DC, WA"
385,3,385,Public services,18432,1973,,"Washington DC, WA"
386,3,386,Entertainment/public assembly,17262,2003,,"Washington DC, WA"
387,3,387,Education,104200,2009,,"Washington DC, WA"
388,3,388,Public services,30810,,,"Washington DC, WA"
389,3,389,Education,57165,2014,,"Washington DC, WA"
390,3,390,Office,34400,,,"Washington DC, WA"
391,3,391,Education,87107,,,"Washington DC, WA"
392,3,392,Education,53000,1912,,"Washington DC, WA"
393,3,393,Education,59400,1900,,"Washington DC, WA"
394,3,394,Entertainment/public assembly,3545,2000,,"Washington DC, WA"
395,3,395,Public services,8925,1912,,"Washington DC, WA"
396,3,396,Public services,16768,1980,,"Washington DC, WA"
397,3,397,Public services,54061,2006,,"Washington DC, WA"
398,3,398,Education,62200,,,"Washington DC, WA"
399,3,399,Education,180000,1939,,"Washington DC, WA"
400,3,400,Public services,19315,,,"Washington DC, WA"
401,3,401,Entertainment/public assembly,12660,,,"Washington DC, WA"
402,3,402,Public services,2818,,,"Washington DC, WA"
403,3,403,Education,49500,1962,,"Washington DC, WA"
404,3,404,Public services,5783,,,"Washington DC, WA"
405,3,405,Education,82200,1916,,"Washington DC, WA"
406,3,406,Entertainment/public assembly,2347,,,"Washington DC, WA"
407,3,407,Education,325217,2006,,"Washington DC, WA"
408,3,408,Entertainment/public assembly,16098,1929,,"Washington DC, WA"
409,3,409,Education,38500,2016,,"Washington DC, WA"
410,3,410,Education,64113,1924,,"Washington DC, WA"
411,3,411,Entertainment/public assembly,6139,,,"Washington DC, WA"
412,3,412,Education,110000,,,"Washington DC, WA"
413,3,413,Warehouse/storage,14839,2005,,"Washington DC, WA"
414,3,414,Entertainment/public assembly,36387,,,"Washington DC, WA"
415,3,415,Education,41329,,,"Washington DC, WA"
416,3,416,Public services,7079,,,"Washington DC, WA"
417,3,417,Education,69600,1978,,"Washington DC, WA"
418,3,418,Entertainment/public assembly,86120,1926,,"Washington DC, WA"
419,3,419,Education,271300,1940,,"Washington DC, WA"
420,3,420,Public services,81397,2004,,"Washington DC, WA"
421,3,421,Entertainment/public assembly,11274,,,"Washington DC, WA"
422,3,422,Public services,8726,,,"Washington DC, WA"
423,3,423,Entertainment/public assembly,969,,,"Washington DC, WA"
424,3,424,Public services,32527,,,"Washington DC, WA"
425,3,425,Warehouse/storage,202829,1983,,"Washington DC, WA"
